agent_name,branch,iata_no,dipc,institution,inv_type,status
AL WAYS TRAVEL,CHISM,24525034,IP,ARC,P,A
THE TRAVEL PLACE,CHISM,24525550,IP,ARC,P,A
HEISEI INTERNATIONAL,CHISM,24525841,IP,ARC,P,A
4 SEASONS VACATIONS,CHISM,24525896,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24525911,IP,ARC,P,A
AFC TRAVEL,CHISM,24526036,IP,ARC,P,A
MINNESOTA STATE AUTO ASSO,CHISM,24527020,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24527285,IP,ARC,P,A
QUALITY TVL SERVICES,CHISM,24527646,IP,ARC,P,A
GULLIVERS TVL,CHISM,24528103,IP,ARC,P,A
CORPORATE TRAVEL BUHLER,CHISM,24528276,IP,ARC,P,A
AMEX TVL MICROSOFT,CHISM,26971011,IP,ARC,P,A
TRANS MARK SERVICES,CHISM,26971022,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,26971055,IP,ARC,P,A
MARTIZ TRAVEL,CHISM,26971066,IP,ARC,P,A
INTL TV TOURS,CHISM,24528556,IP,ARC,P,A
GLOBAL ADVENTURES,CHISM,24529072,IP,ARC,P,A
TRAVEL WITH US,CHISM,24529223,IP,ARC,P,A
GOING PLACES TRAVEL,CHISM,24529422,IP,ARC,P,A
SKYLINE TRAVEL,CHISM,24529901,IP,ARC,P,A
TRAVEL EXPLORER S,CHISM,24529923,IP,ARC,P,A
AMERICAN EXPRESS TVL SVC,CHISM,24530100,IP,ARC,P,A
AMERICAN EXPRESS BTC,CHISM,24530155,IP,ARC,P,A
AMERICAN EXPRESS TVL SVC,CHISM,24530951,IP,ARC,P,A
MINNESOTA STATE AUTO ASSN,CHISM,24531474,IP,ARC,P,A
SATOTRAVEL INS,CHISM,26970366,IP,ARC,P,A
LIFECO TVL SVC,CHISM,26970484,IP,ARC,P,A
AMER EXPRESS TVL RLT SVC,CHISM,26970532,IP,ARC,P,A
GETZ PRAXAIR,CHISM,26970661,IP,ARC,P,A
LIFECO TVL SVCS ST LOUIS,CHISM,26970871,IP,ARC,P,A
COMPUTERIZED TVL NETWORK,CHISM,26970893,IP,ARC,P,A
ATLASMMERCE,CHISM,26971000,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24514184,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24514954,IP,ARC,P,A
ADVANCE TRAVEL,CHISM,24515083,IP,ARC,P,A
ONE WORLD TRAVEL,CHISM,24515116,IP,ARC,P,A
CAPIZ WORLD TRAVEL,CHISM,24515606,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24516391,IP,ARC,P,A
TRAVEL EASY,CHISM,24516634,IP,ARC,P,A
HOBBIT TRAVEL,CHISM,24517393,IP,ARC,P,A
CPP TRAVEL,CHISM,24517441,IP,ARC,P,A
NORTHWESTERN BUSINESS TVL,CHISM,24517496,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24517533,IP,ARC,P,A
INTL TVL EXCHANGE,CHISM,24518200,IP,ARC,P,A
INTERNATIONAL TRAVEL,CHISM,24518550,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,24518804,IP,ARC,P,A
GEMINI TRAVEL,CHISM,24519294,IP,ARC,P,A
AAA MINNESOTA DULUTH UNIV,CHISM,24520123,IP,ARC,P,A
ADVANTAGE PERFORMANCE NET,CHISM,24520322,IP,ARC,P,A
CWT GAGE TRAVEL,CHISM,24520646,IP,ARC,P,A
ALEX TVL AGENCY,CHISM,24521265,IP,ARC,P,A
TRAVEL PROFESSIONALS,CHISM,24521291,IP,ARC,P,A
DISCOVERY TVL,CHISM,24521792,IP,ARC,P,A
ALL AIRLINES TRAVEL,CHISM,24522245,IP,ARC,P,A
MSP TRAVEL GROUP,CHISM,24522665,IP,ARC,P,A
PROFESSIONAL TVL PARTNERS,CHISM,24523015,IP,ARC,P,A
KENNEDY TRAVEL,CHISM,24523365,IP,ARC,P,A
TRAVEL FAIR,CHISM,24523494,IP,ARC,P,A
ALL SEASONS TOUR & TRAVEL,CHISM,24523520,IP,ARC,P,A
BON VOYAGE,CHISM,24523800,IP,ARC,P,A
RELIABLE TRAVEL INTL,CHISM,26974872,IP,ARC,P,A
IVI TRAVEL,CHISM,26974953,IP,ARC,P,A
LIFECO TVL SVCS,CHISM,26974986,IP,ARC,P,A
DISTINCTIVE TRAVEL,CHISM,26975045,IP,ARC,P,A
OMEGA WORLD TRAVEL,CHISM,26975314,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,26975336,IP,ARC,P,A
LIFECO TRAVEL SERVICES,CHISM,26975340,IP,ARC,P,A
BTI AMERICAS,CHISM,26975465,IP,ARC,P,A
FLWSHP OF CHRISTIAN ATHL,CHISM,26975605,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,26975723,IP,ARC,P,A
ROSENBLUTH TVL AGCY,CHISM,26975852,IP,ARC,P,A
MARTIZ TRAVEL,CHISM,26975911,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,26975933,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,26975981,IP,ARC,P,A
INTEGRATED TRAVEL MANAGEM,CHISM,26976110,IP,ARC,P,A
QDAT,CHISM,26976316,IP,ARC,P,A
TQ3NAVIGANT,CHISM,26976445,IP,ARC,P,A
NAVIGANT INTL NORTHEAST,CHISM,26978696,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,26978722,IP,ARC,P,A
MERITEK TRAVEL,CHISM,26978836,IP,ARC,P,A
MARITZ TRAVEL,CHISM,26978873,IP,ARC,P,A
LONDON INT'L TVL,CHISM,26979094,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,26976515,IP,ARC,P,A
SHORTS TRAVEL MANAGEMENT,CHISM,26976552,IP,ARC,P,A
LIFECO TVL SVCS,CHISM,26976611,IP,ARC,P,A
WINSHIP TRAVEL,CHISM,26976622,IP,ARC,P,A
FALCON PRODUCTS,CHISM,26976655,IP,ARC,P,A
MDTC,CHISM,26976714,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,26976795,IP,ARC,P,A
TRAVEL ASSOCIATES,CHISM,26976946,IP,ARC,P,A
OMEGA WORLD TRAVEL,CHISM,26977053,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,26977064,IP,ARC,P,A
HOTELETICKET,CHISM,26977230,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,26977812,IP,ARC,P,A
BTI AMERICAS,CHISM,26977941,IP,ARC,P,A
MERITEK TRAVEL,CHISM,26978066,IP,ARC,P,A
BTI AMERICAS EDS,CHISM,26978232,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,26978254,IP,ARC,P,A
GWINS HOSPITALITY,CHISM,26978313,IP,ARC,P,A
ASK MR FOSTER TRAVEL SERV,CHISM,26978361,IP,ARC,P,A
CARLSON WAGONLIT,CHISM,26978556,IP,ARC,P,A
MERITEK TRAVEL,CHISM,26971125,IP,ARC,P,A
PRIME,CHISM,26971372,IP,ARC,P,A
MARTIZ TRAVEL,CHISM,26971464,IP,ARC,P,A
IT KING PRESS SOLNA WEB,CHISM,26971604,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,26971792,IP,ARC,P,A
ALDINE TRAVEL,CHISM,26971814,IP,ARC,P,A
SAINT LOUIS,CHISM,26972046,IP,ARC,P,A
INTNL TOURS UNITOG,CHISM,26972293,IP,ARC,P,A
AMEXONE,CHISM,26972514,IP,ARC,P,A
IVI TRAVEL,CHISM,26972536,IP,ARC,P,A
INTL TOURS KC STAR,CHISM,26972540,IP,ARC,P,A
CINCOM SYSTEMS,CHISM,26972610,IP,ARC,P,A
MARITZ TRAVEL,CHISM,26972680,IP,ARC,P,A
TRAVELMASTERS,CHISM,26972934,IP,ARC,P,A
MARITZ TRAVEL,CHISM,26972971,IP,ARC,P,A
GWINS TRAVEL PLANNERS,CHISM,26973225,IP,ARC,P,A
POSH TOURS,CHISM,26973413,IP,ARC,P,A
BTI AMERICAS,CHISM,26973450,IP,ARC,P,A
C O ALLEY TVL AGY,CHISM,26973612,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,26973844,IP,ARC,P,A
TRAVEL AND TRANSPORT,CHISM,26974054,IP,ARC,P,A
BRYAN WORLD TOURS,CHISM,26974076,IP,ARC,P,A
DAIRY FARMERS OF AMR TVL,CHISM,26974080,IP,ARC,P,A
MARTIZ TRAVEL,CHISM,26974102,IP,ARC,P,A
ADVENTURE TRAVEL,CHISM,26974113,IP,ARC,P,A
ADELMAN TRAVEL SYSTMS,CHISM,26974124,IP,ARC,P,A
THOMAS COOK TVL,CHISM,26974242,IP,ARC,P,A
TRANS MARK TRAVEL,CHISM,26974500,IP,ARC,P,A
TRANS MARK SVC,CHISM,26974732,IP,ARC,P,A
PROTRAVEL INTL,CHISM,26974776,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,26974835,IP,ARC,P,A
MARITZ TRAVEL,CHISM,26974850,IP,ARC,P,A
CTB,CHISM,15965806,IP,ARC,P,A
CTB,CHISM,15965865,IP,ARC,P,A
GE TRAVEL CENTER,CHISM,15965950,IP,ARC,P,A
ROLL COATER,CHISM,15966414,IP,ARC,P,A
ALL AROUND TRAVEL ASI,CHISM,15966506,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,15966624,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,15966941,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,15966996,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,15967840,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,15968551,IP,ARC,P,A
ROSENBLUTH TRAVEL AGENCY,CHISM,15968750,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,15969041,IP,ARC,P,A
BANC ONE,CHISM,15969251,IP,ARC,P,A
TOYOTA TSUSHO AMERICA,CHISM,15969284,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,15969295,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15969553,IP,ARC,P,A
MARITZ TRAVEL,CHISM,15969796,IP,ARC,P,A
PATRICK INDUSTRIES,CHISM,15969903,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,15970006,IP,ARC,P,A
ROSS & BABCOCK TVL BUR,CHISM,15970496,IP,ARC,P,A
ADVANCED TVL SYSTEMS,CHISM,15970555,IP,ARC,P,A
CLASSIC TRAVEL CONSULTANT,CHISM,15970566,IP,ARC,P,A
MERCHANTS WORLDWIDE TVL,CHISM,15970964,IP,ARC,P,A
CHORE TIME,CHISM,15971060,IP,ARC,P,A
ROSS & BABCOCK TVL BUR,CHISM,15970010,IP,ARC,P,A
ENDLESS VACATION TRAVEL,CHISM,15970021,IP,ARC,P,A
ROSENBLUTH TVL AGCY,CHISM,15970032,IP,ARC,P,A
IVI TRAVEL,CHISM,15970054,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,15970065,IP,ARC,P,A
ASK MR FOSTER TRAVEL,CHISM,15970076,IP,ARC,P,A
ROSS BABCOCK TVL BUR,CHISM,15970091,IP,ARC,P,A
TRAVELMORE,CHISM,15970102,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,15970113,IP,ARC,P,A
MELVIN SIMON TVL DEPT,CHISM,15970124,IP,ARC,P,A
ALLEN TRAVEL SVC,CHISM,15970146,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,15970172,IP,ARC,P,A
HOTELTICKET,CHISM,15970183,IP,ARC,P,A
TVL DESTINATIONS NY,CHISM,15970194,IP,ARC,P,A
THE TRAVEL,CHISM,15970220,IP,ARC,P,A
RELIABLE TVL INTL,CHISM,15970231,IP,ARC,P,A
GETZ INTL TVL,CHISM,15970242,IP,ARC,P,A
LIFECO TRAVEL SERVICES,CHISM,15970275,IP,ARC,P,A
NTN,CHISM,26979190,IP,ARC,P,A
PASSPORT TRAVEL,CHISM,26979223,IP,ARC,P,A
SPRINGFIELD TVL SVC,CHISM,26979385,IP,ARC,P,A
ALL ABOUT TRAVEL,CHISM,26979503,IP,ARC,P,A
MARITZ TRAVEL,CHISM,26979540,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,26979606,IP,ARC,P,A
NATIONAL CINEMA NETWORK,CHISM,26979643,IP,ARC,P,A
CONFERENCE TVL SVCS,CHISM,15948203,IP,ARC,P,A
INNOVATIVE TRAVEL,CHISM,15948634,IP,ARC,P,A
TRAVEL CONNECTION,CHISM,15948774,IP,ARC,P,A
BILL O ROURKES YOUR TVL,CHISM,15948800,IP,ARC,P,A
TRAVEL AGENTS INTL,CHISM,15948822,IP,ARC,P,A
TVL INC HESSVILLE,CHISM,15948962,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,15960081,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,15960173,IP,ARC,P,A
TOYOTA INDUSTRIAL EQPT MF,CHISM,15960965,IP,ARC,P,A
ITW FINISHING SYSTEMS,CHISM,15961105,IP,ARC,P,A
AMERICAN EXPRESS TVL,CHISM,15961223,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15962295,IP,ARC,P,A
AMEXONE,CHISM,15962446,IP,ARC,P,A
IVI TRAVEL,CHISM,15962531,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,15962612,IP,ARC,P,A
THOMSON CNSMR ELECTRONICS,CHISM,15962811,IP,ARC,P,A
BTI AMERICAS,CHISM,15962962,IP,ARC,P,A
BOSINESS TRAVEL,CHISM,15963161,IP,ARC,P,A
CROWN INTERNATIONAL,CHISM,15963640,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,15963780,IP,ARC,P,A
ALLEN TRVL DELCO REMY,CHISM,15964896,IP,ARC,P,A
NAVIGANT INTL N CENTRAL,CHISM,15964911,IP,ARC,P,A
ONKYO AMERICA,CHISM,15965154,IP,ARC,P,A
THE AMERICAN LEGION,CHISM,15965655,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,15965740,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15974114,IP,ARC,P,A
WITTE TVL,CHISM,23562560,IP,ARC,P,A
BETTER WORLD TRAVEL,CHISM,23562663,IP,ARC,P,A
THE TRAVEL,CHISM,23563455,IP,ARC,P,A
ITS WORTHY TVL,CHISM,23564800,IP,ARC,P,A
HAYES LEMMERZ INTL,CHISM,23565393,IP,ARC,P,A
UNIGLOBE BLOOMFLD TVL SVC,CHISM,23565625,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,23565964,IP,ARC,P,A
BLUE WATER TVL,CHISM,23566196,IP,ARC,P,A
BOERSMA TRAVEL SERVICES,CHISM,23566771,IP,ARC,P,A
BOERSMA TRAVEL SERVICE,CHISM,23566793,IP,ARC,P,A
ASAHI TRAVEL,CHISM,23567213,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,23577702,IP,ARC,P,A
AMEXONE,CHISM,23578295,IP,ARC,P,A
FOUR SEASONS TRAVEL,CHISM,23578365,IP,ARC,P,A
TRAVELFAIR,CHISM,23578623,IP,ARC,P,A
MENA TRAVEL,CHISM,23580211,IP,ARC,P,A
BON VOYAGE TRAVEL,CHISM,23567386,IP,ARC,P,A
TRIPMASTERS,CHISM,23567574,IP,ARC,P,A
BOOK COUZENS TRS,CHISM,23568436,IP,ARC,P,A
BOOK COUZENS TVL RCHSTR,CHISM,23568440,IP,ARC,P,A
GO GO TOURS,CHISM,23568484,IP,ARC,P,A
BOOK TRAVEL BUREAU,CHISM,23568506,IP,ARC,P,A
BUSINESS & PLEASURE TVL,CHISM,23568602,IP,ARC,P,A
CTN KIMBERLY TRAVEL,CHISM,23568716,IP,ARC,P,A
FOUR SEA SUNS TRAVEL,CHISM,23568720,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,23569206,IP,ARC,P,A
CARLSON TRAVEL GROUP,CHISM,23570481,IP,ARC,P,A
ROSENBLUTH TRAVEL AGCY IN,CHISM,23571726,IP,ARC,P,A
SIGNAL TRAVEL & TOURS,CHISM,23572032,IP,ARC,P,A
CWT BREAKAWAY TRAVEL,CHISM,23572312,IP,ARC,P,A
BRETON VLG TRAVEL SVC,CHISM,23572835,IP,ARC,P,A
KENTWOOD TRAVEL,CHISM,23572861,IP,ARC,P,A
TQ3NAVIGANT,CHISM,23572986,IP,ARC,P,A
CWT BRIGHTON TRAVEL SVC,CHISM,23573314,IP,ARC,P,A
MILFORD TRAVEL SERVICE,CHISM,23573325,IP,ARC,P,A
HOWELL TRAVEL SERVICE,CHISM,23573336,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,23573734,IP,ARC,P,A
TTM TRAVEL SERVICES,CHISM,23574121,IP,ARC,P,A
J & M TRAVEL LLC,CHISM,23575473,IP,ARC,P,A
HORIZON TVL CTR,CHISM,23575860,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,23575985,IP,ARC,P,A
NEW WORLD TRAVEL,CHISM,23576943,IP,ARC,P,A
ROSENBLUTH TVL AGCY,CHISM,15971071,IP,ARC,P,A
IVI TRAVEL,CHISM,15971126,IP,ARC,P,A
ASK MR FOSTER TRAVEL,CHISM,15971340,IP,ARC,P,A
HOLY CROSS HEALTH SYSTEM,CHISM,15971395,IP,ARC,P,A
CLASSIS TVL CONSULTANT,CHISM,15971480,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15971535,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,15971793,IP,ARC,P,A
IVI TRAVEL,CHISM,15971896,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15971992,IP,ARC,P,A
ADVANCED TVL SYSTEMS,CHISM,15972014,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,15972106,IP,ARC,P,A
ADVANCED TVL SYSTEMS,CHISM,15972246,IP,ARC,P,A
TVL MOTIVATION CONSULTNTS,CHISM,15972305,IP,ARC,P,A
H M J,CHISM,15972644,IP,ARC,P,A
ROSENBLUTH TVL AGCY,CHISM,15972681,IP,ARC,P,A
LIFECO TVL SVCS RICHMOND,CHISM,15972891,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,15973392,IP,ARC,P,A
FIFTH SEASON TRAVEL,CHISM,15973414,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15973506,IP,ARC,P,A
AMEXONE,CHISM,15973521,IP,ARC,P,A
THE BRAUN,CHISM,15973646,IP,ARC,P,A
KURDIAN TVL AGCY,CHISM,15973742,IP,ARC,P,A
LEAR SIEGLER SEYMORE,CHISM,15973974,IP,ARC,P,A
M O AIR INTL,CHISM,15974081,IP,ARC,P,A
STA TRAVEL,CHISM,23594734,IP,ARC,P,A
ADELMAN TRAVEL GROUP,CHISM,23595095,IP,ARC,P,A
TTM TRAVEL SVCS,CHISM,23595924,IP,ARC,P,A
CWT LUDLOW TVL SVC,CHISM,23596005,IP,ARC,P,A
WAGNERS VILLAGE TRAVEL,CHISM,23596473,IP,ARC,P,A
PREMIER TRAVEL,CHISM,23596484,IP,ARC,P,A
THE TRAVEL GROUP,CHISM,23596521,IP,ARC,P,A
PASSAGEWAYS TRAVEL SVC,CHISM,23597770,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,CHISM,23598094,IP,ARC,P,A
CLARKSTON TRAVEL BUR,CHISM,23598153,IP,ARC,P,A
CLASSIC TRAVEL,CHISM,23598201,IP,ARC,P,A
NATIONWIDE TVL SAVER,CHISM,23598654,IP,ARC,P,A
MINICO TRAVEL AGENCY,CHISM,23598750,IP,ARC,P,A
FIRST CHOICE TVL,CHISM,23599026,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24531931,IP,ARC,P,A
KAJU TRAVEL CENTER,CHISM,24532233,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,24532642,IP,ARC,P,A
VICTORIA TRAVEL,CHISM,24532815,IP,ARC,P,A
TRAVEL CONNECTIONS,CHISM,24537015,IP,ARC,P,A
CWT SHAKOPEE TRAVEL,CHISM,24537262,IP,ARC,P,A
TRIP PLANNERS,CHISM,24537306,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24537903,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24538043,IP,ARC,P,A
LETS GO TRAVEL,CHISM,24533423,IP,ARC,P,A
NORTHWESTERN TVL MGMT,CHISM,24533526,IP,ARC,P,A
SOUTHTOWN TVL AMER ABROAD,CHISM,24533552,IP,ARC,P,A
JOEY BROWNER TRAVEL,CHISM,24533574,IP,ARC,P,A
AMERICANS ABROAD,CHISM,24533600,IP,ARC,P,A
NORTHTOWN TRAVEL,CHISM,24533611,IP,ARC,P,A
ALL SEASONS TRAVEL,CHISM,24533622,IP,ARC,P,A
RETURN TRAVEL,CHISM,24534565,IP,ARC,P,A
CWT TRAVEL,CHISM,24534926,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24534963,IP,ARC,P,A
CWT CWC MANKATO MN,CHISM,24535335,IP,ARC,P,A
CWT OCEANAIR,CHISM,24535674,IP,ARC,P,A
A B C TRAVEL,CHISM,24536422,IP,ARC,P,A
OMEGA WORLD TRAVEL,CHISM,24536901,IP,ARC,P,A
THOMAS EDISON TRAVEL,CHISM,23580270,IP,ARC,P,A
CALHOUN TRAVEL AGENCY,CHISM,23580712,IP,ARC,P,A
CTN CAMELOT TRAVEL,CHISM,23581714,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,23581983,IP,ARC,P,A
CAN AM TRAVEL,CHISM,23582300,IP,ARC,P,A
OASIS TVL & TOURS,CHISM,23583523,IP,ARC,P,A
HARVARD SQUARE TRAVEL SVC,CHISM,23584234,IP,ARC,P,A
AMEXONE,CHISM,23584260,IP,ARC,P,A
PIONEER TRAVEL,CHISM,23584573,IP,ARC,P,A
BCD TRAVEL,CHISM,23585015,IP,ARC,P,A
CAROUSEL TRAVEL,CHISM,23585656,IP,ARC,P,A
DARPOL TRAVEL,CHISM,23585741,IP,ARC,P,A
PEOPLES TRAVEL,CHISM,23587432,IP,ARC,P,A
THE WORLD OF TRAVEL,CHISM,23587922,IP,ARC,P,A
BPF TRAVEL,CHISM,23588320,IP,ARC,P,A
UNIGLOBE PATRICK TRAVEL,CHISM,23589252,IP,ARC,P,A
MONROE HOUSE OF TRAVEL,CHISM,23589661,IP,ARC,P,A
CENTRAL TRAVEL,CHISM,23590873,IP,ARC,P,A
CONCEPTS IN TRAVEL,CHISM,23590965,IP,ARC,P,A
CNTRL TVL SVC MT PLSNT IN,CHISM,23591282,IP,ARC,P,A
MOTIVATION TRAVEL,CHISM,23591293,IP,ARC,P,A
MOTIVATION TRAVEL,CHISM,23591330,IP,ARC,P,A
TRAVEL AMERICA,CHISM,23591374,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,23591411,IP,ARC,P,A
AMEXONE,CHISM,23591853,IP,ARC,P,A
LEONG UNIVERSAL TVL,CHISM,23592026,IP,ARC,P,A
CHAFFEE & LANCASTER TVL,CHISM,23592192,IP,ARC,P,A
LEIGH WILLMORE TVL,CHISM,23592203,IP,ARC,P,A
BON VIVANT TRAVEL,CHISM,23592903,IP,ARC,P,A
MINNESOTA AAA,CHISM,24554191,IP,ARC,P,A
POLARIS TRAVEL MANAGEMENT,CHISM,24554320,IP,ARC,P,A
CWT OCEAN AIR TRAVEL,CHISM,24555381,IP,ARC,P,A
PARADISE TRAVEL,CHISM,24555425,IP,ARC,P,A
TRAVEL,CHISM,24556641,IP,ARC,P,A
EXPRESS TVL AGENCY,CHISM,24559883,IP,ARC,P,A
BERGAN TRAVEL,CHISM,24560826,IP,ARC,P,A
COASTAL TVL ENTERPRISES,CHISM,24562893,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24564190,IP,ARC,P,A
BISHOP TRAVEL CENTER,CHISM,24564540,IP,ARC,P,A
LUEDTKE TRAVEL,CHISM,24564702,IP,ARC,P,A
NORTHWESTERN TRAVEL MGMT,CHISM,24565240,IP,ARC,P,A
GLOBAL TRAVEL SERVICE,CHISM,28506634,IP,ARC,P,A
TRAVEL,CHISM,28509040,IP,ARC,P,A
TRAVEL EZ,CHISM,28509924,IP,ARC,P,A
CONDOWORLD,CHISM,28511420,IP,ARC,P,A
THE TRAVEL PAGE,CHISM,28511991,IP,ARC,P,A
HOMETOWN TRAVEL,CHISM,28512794,IP,ARC,P,A
WORLD TRAVEL &EN,CHISM,24566345,IP,ARC,P,A
NORTHWESTERN TRAVEL SERVICE LP,CHISM,24567616,IP,ARC,P,A
CTN MARKET SQUARE TRAVEL,CHISM,24568025,IP,ARC,P,A
THE CARROT,CHISM,24568062,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24568390,IP,ARC,P,A
TYRAS COUNTRY TRAVEL,CHISM,24568655,IP,ARC,P,A
USTRAVEL TRAVEL ONE,CHISM,24570545,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,24571186,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24573975,IP,ARC,P,A
CROW RIVER TRAVEL,CHISM,24574130,IP,ARC,P,A
SUNNY AND FRIENDS TRAVEL,CHISM,24574141,IP,ARC,P,A
CWT MARKET SQUARE TRAVEL,CHISM,24575084,IP,ARC,P,A
BUENAVENTURA TRAVEL,CHISM,24576661,IP,ARC,P,A
LIFECO TRAVEL SVCS,CHISM,26979691,IP,ARC,P,A
LIFECO TRAVEL BUSINESS,CHISM,26979853,IP,ARC,P,A
RELIABLE TRAVEL INTL,CHISM,26979864,IP,ARC,P,A
UNIVERSAL TRAVEL,CHISM,28503893,IP,ARC,P,A
SATOTRAVEL,CHISM,28505396,IP,ARC,P,A
AFC TRAVEL INC BLOOMINGTON MN,CHISM,24538135,IP,ARC,P,A
CWT MEDTRONIC BLOOMIN,CHISM,24538301,IP,ARC,P,A
TANFARE TRAVEL,CHISM,24538323,IP,ARC,P,A
LAKES TRAVEL,CHISM,24538474,IP,ARC,P,A
CWT APPLE VALLEY,CHISM,24538640,IP,ARC,P,A
INTERNATIONAL SERVICES,CHISM,24538835,IP,ARC,P,A
NORTHWESTERN TRAVEL MGMT,CHISM,24539745,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24541451,IP,ARC,P,A
AMEX GNB MENDOTA KEIGHTS,CHISM,24541473,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,24542103,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24542840,IP,ARC,P,A
CTI,CHISM,24544155,IP,ARC,P,A
NEW DEPARTURES,CHISM,24545673,IP,ARC,P,A
THE TRAVEL GALLERY,CHISM,24545872,IP,ARC,P,A
ATLAS TRAVEL,CHISM,24545905,IP,ARC,P,A
GENESIS TRAVEL NETWORK,CHISM,24546071,IP,ARC,P,A
SAGE TRAVEL,CHISM,24546513,IP,ARC,P,A
COUNTRY TRAVELER NETWORK,CHISM,24546852,IP,ARC,P,A
FIRST TVL OF MAPLEWOOD,CHISM,24546896,IP,ARC,P,A
ADVENTURE,CHISM,24547051,IP,ARC,P,A
AMERICAN EXPRESS,CHISM,24547106,IP,ARC,P,A
MINNE INTL,CHISM,24547191,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24547246,IP,ARC,P,A
PRIORITY TVL SVCS,CHISM,24547471,IP,ARC,P,A
BURSCH TRAVEL AGENCY,CHISM,24547585,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,24548974,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,24549000,IP,ARC,P,A
